canonical_term,category,official_source,source_document,duplicate_term,ambiguous_category,low_confidence_extraction,possible_ocr_issue,details
Tokaji Aszú,wine_law,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,true,duplicate_term; possible_ocr_issue: Tokaji Aszu
Trockenbeerenauslese,wine_law,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Trockenbeerenauslese,wine_law,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Vin de Pays,wine_law,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Vin de Pays,wine_law,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Vintage,wine_law,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Vintage,wine_law,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
VQA,wine_law,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
VQA,wine_law,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
Wine of Origin,wine_law,specification,WSET_L3_Specification_Official_2026.pdf,true,false,false,false,duplicate_term
Wine of Origin,wine_law,study-guide,WSET_L3_Study_Guide_Official_2026.pdf,true,false,false,false,duplicate_term
